travfreq,aircrew,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,otherindustry,nationality,residence,lang,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,otherreasontrip,weekendtrip
4,,1,4,4,5,1,1,1,5,5,5,5,4,4,4,5,5,1,1,1,1,2,2,1,1,1,2,3,2,1,4,4,5,4,4,4,1,2,2,3,4,4,5,4,4,4,4,5,3,2,3,2,1,2,2,3,2,2,4,4,2,2,1,1,6,5,5,4,4,4,5,4,4,5,4,4,4,5,4,5,25,25,2,3,survey,5,5,5,1,2,2,1,1,1,3,5,5,5,5,4,4,4,4,1,1,1,1,1,2,2,1,1,5,2,2,3,2,3,3,2,2,2,4,2,2,3,3,3,2,3,2,3,2,1,2,3,5,5,5,5,5,4,5,4,4,5,3,1,5,1,1,5,1,1,1,1,2,1,1,1,1,1,1,2,5,5,2,4,4,4,3,4,4,3,4,4,5,4,4,5,5,4,4,4,2,1,4,2,4,4,4,5,1,4,5,4,",2",2,0,40,5,2,3,2,29,7,,white,usa,,1,7,2,3,5,2,London,1,4,,3
3,,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,4,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,3,2,5,2,1,1,1,6,6,5,3,1,1,3,2,1,4,3,1,5,1,5,1,13,8,1,1,survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,4,3,3,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,2,2,2,2,4,4,5,5,2,2,4,4,1,1,1,3,5,1,1,5,5,5,5,5,5,1,5,5,7,6,1,0,44,22,2,3,2,53,5,,usa,usa,none,1,7,1,7,3,2,uk,5,2,,1
3,,1,4,4,4,5,2,2,4,4,4,4,4,4,4,5,4,4,5,4,3,2,2,2,2,2,2,4,2,2,4,4,4,4,4,5,2,2,2,3,4,4,4,4,4,4,4,3,2,2,3,1,1,1,1,1,1,1,2,4,4,2,4,5,5,5,6,5,4,4,4,4,5,4,4,4,4,4,4,4,10,9,3,2,survey,5,4,5,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,5,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,20,5,1,0,35,3,1,2,1,21,8,,black,usa,spanish,1,2,1,14,4,2,mexico,5,5,,1
3,,1,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,5,5,4,4,4,4,3,4,4,4,4,4,3,5,4,4,4,3,4,3,4,2,3,4,3,4,4,2,3,3,4,3,3,4,4,5,5,4,3,3,4,4,3,3,3,2,4,4,3,3,8,6,4,2,survey,4,3,4,4,4,5,5,3,3,2,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,5,4,2,3,3,3,3,2,3,3,4,4,3,3,4,2,3,4,3,3,3,4,4,2,3,3,4,4,3,3,3,2,4,3,3,2,4,5,3,6,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,2,3,3,3,4,4,3,3,5,1,1,0,40,3,2,5,1,29,5,,American,USA,na,1,3,1,40,2,1,Depends,3,2,,3
4,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,65,20,6,6,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,6,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,15,10,2,3,40,20,1,2,2,45,10,,black,USA,,1,30,3,30,2,3,CANADA,7,1,,1
3,,1,5,5,5,4,3,3,4,4,2,3,3,4,4,4,4,1,1,1,1,5,3,1,1,1,1,3,1,1,2,1,2,1,2,2,3,3,3,4,5,4,4,5,5,5,5,5,3,3,4,1,4,3,2,1,3,3,5,2,2,5,5,4,1,4,1,5,4,5,5,3,4,3,4,4,4,4,4,3,6,2,4,2,survey,1,1,1,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,5,5,4,3,3,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,6,4,4,6,6,6,6,7,4,5,6,1,6,3,3,3,6,3,2,1,1,4,3,1,1,5,3,1,1,4,3,1,1,2,1,2,2,1,5,2,2,4,4,4,1,2,0,3,0,60,3,4,3,2,28,7,,USA,USA,None,1,2,2,30,10,1,"Canada, Australia",14,4,,1
3,,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,4,4,5,4,4,3,3,2,3,4,3,3,4,3,3,4,3,10,5,2,2,survey,3,4,3,3,2,4,3,3,2,3,2,4,4,3,3,3,2,4,3,4,3,3,2,4,3,3,4,5,3,2,3,4,3,4,4,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,4,3,4,3,3,3,4,4,3,3,4,3,3,5,5,5,4,4,5,4,4,3,4,4,3,4,4,3,3,6,3,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,1,2,40,7,3,3,1,35,12,,American,United States of America,none,3,2,1,10,3,2,Spain,10,2,,3
5,,1,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,4,4,4,5,5,5,50,50,50,50,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,2,1,1,34,5,1,3,2,34,11,,caucasian,united states,english,1,5,2,5,5,2,china,5,4,,1
5,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,100,80,50,5,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,1,1,1,40,2,2,3,2,28,8,,asian,virginia,english,1,2,2,3,4,3,asia,2,3,,1
3,,1,4,4,4,3,3,4,4,4,3,3,4,4,3,4,3,2,2,2,2,3,1,3,1,2,3,3,3,3,4,3,4,3,3,3,2,3,3,3,4,3,4,3,3,4,1,4,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,15,15,7,3,survey,3,3,3,2,3,3,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,5,3,2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,3,3,4,4,4,3,3,4,4,4,4,3,3,5,4,4,4,5,5,5,3,3,4,3,2,3,3,2,3,2,2,5,4,4,3,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,2,2,3,3,4,4,4,4,2,4,4,8,2,1,2,54,9,2,4,2,44,5,,U S,U S,Japanese,1,11,3,21,5,1,Japan  Russia   Canada,6,1,,1
4,,1,5,5,5,1,1,1,5,5,3,5,5,5,5,5,5,3,2,3,3,3,1,2,3,1,4,5,4,2,3,4,4,4,4,4,1,1,1,1,5,5,4,5,1,5,1,1,1,3,4,2,2,2,2,2,2,2,2,5,2,2,2,1,5,6,6,1,2,2,2,1,1,1,1,1,2,1,1,1,10,3,2,2,survey,4,4,5,4,3,5,3,5,5,3,3,3,3,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,2,2,5,4,1,2,2,5,5,5,4,2,4,2,2,2,2,2,2,2,5,5,5,5,2,3,4,5,5,5,2,4,7,6,4,7,6,3,7,4,5,7,5,5,7,5,5,5,5,5,2,2,5,2,2,1,4,2,4,1,5,2,2,1,5,3,3,1,5,5,5,5,3,4,5,5,3,3,1,5,3,10,45,3,6,55,7,4,4,2,54,9,,Hispanic,USA,Spanish,2,7,1,7,3,2,"England, Canada",7,2,,3
3,,1,4,4,5,2,3,4,4,4,4,4,3,5,3,3,4,4,5,4,3,5,5,4,4,4,5,3,4,4,4,5,4,5,5,5,4,4,4,3,4,3,4,4,3,5,4,4,4,5,3,2,2,1,3,2,2,4,2,3,2,3,3,4,3,3,4,4,4,4,3,4,4,2,3,4,4,3,3,3,22,2,1,1,survey,4,4,4,3,4,4,5,3,4,4,3,3,3,4,4,3,4,5,4,5,4,4,2,3,3,4,4,5,4,3,3,3,4,4,4,5,3,4,4,4,3,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,2,1,4,4,4,4,4,4,4,4,,1,1,45,11,1,5,1,39,3,,white,usa,none,1,11,3,14,6,2,"canada, engla d",3,5,,1
3,,1,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,2,4,2,2,4,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,20,15,3,5,survey,5,5,5,1,3,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,5,4,4,4,3,2,2,3,3,3,4,4,4,4,4,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,6,4,6,4,4,4,4,4,4,4,4,4,4,3,4,4,6,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,10,10,1,2,50,5,2,4,2,34,9,,Caucasian - American,United States,none,1,5,2,7,5,3,England,5,1,,3
4,,1,5,5,5,3,2,3,5,5,3,4,4,4,3,3,3,2,2,2,2,3,2,1,1,1,2,2,1,1,3,3,4,3,3,3,2,3,3,5,1,1,1,3,1,5,3,3,2,2,2,2,1,1,1,3,4,3,3,4,2,2,2,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,35,35,5,3,Survey,4,4,4,3,3,1,1,2,2,4,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,4,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,1,4,3,2,5,2,2,2,2,2,1,2,2,2,1,1,1,5,5,3,3,3,5,4,4,4,5,5,4,4,5,5,3,3,5,5,4,2,2,4,1,4,4,4,4,2,4,4,5,0,1,0,55,5,1,5,1,28,7,,USA,USA,None,1,5,1,10,4,2,USA,2,1,,1
5,,1,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,50,100,5,2,SURVEY,4,4,4,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,2,5,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,5,4,4,4,4,7,7,3,7,7,3,6,6,6,6,7,5,6,6,6,6,6,6,2,2,5,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,5,2,2,5,2,4,4,4,4,1,4,4,100,25,1,3,70,30,1,4,1,63,4,,AMERICAN,UNITED STATES OF AMERICA,"FRENCH, ITALIAN. PIG LATIN,",1,10,2,2,4,3,"UNITED KINGDOM, JAPAN,AUSTRALIA.",3,2,,1
4,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,4,2,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,cleaning,none,1,1,40,13,2,3,1,48,7,,white,usa,none,1,5,3,2,3,1,mexico,3,3,,1
3,,1,4,4,4,1,1,2,5,5,5,5,4,3,5,3,4,2,1,1,1,3,1,1,1,1,1,4,1,3,1,5,5,5,5,5,1,3,1,3,3,3,4,5,5,5,4,4,2,2,3,1,2,3,1,3,3,2,4,5,3,2,1,3,4,4,5,5,4,3,4,3,4,5,5,4,5,3,4,3,15,15,2,0,survey,5,5,5,1,3,2,1,1,3,5,5,5,5,5,5,5,5,5,2,2,2,2,4,1,2,1,1,5,5,3,5,5,5,1,2,2,1,5,1,1,1,2,2,1,1,1,2,2,2,5,5,5,5,5,4,4,5,5,4,4,3,3,2,5,1,1,5,4,1,2,2,1,2,1,2,1,1,1,1,6,6,2,1,3,1,5,1,3,1,5,1,3,1,4,1,3,1,4,5,1,1,5,1,5,5,5,4,1,5,5,20,25,2,2,40,3,1,3,2,21,9,,white,usa,,1,2,1,14,3,3,japan,21,2,,1
5,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,40,50,4,4,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,yes,2,1,2,8,6,1,4,2,27,7,,American,United States,french,3,2,4,4,2,2,france,2,1,,1
3,2,1,5,5,4,4,1,2,4,5,5,4,5,3,5,5,5,2,1,2,1,1,1,1,1,1,2,1,1,2,4,5,5,5,5,5,2,2,1,1,5,5,5,4,2,5,3,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,4,6,4,5,5,2,3,2,2,3,2,1,2,3,2,4,4,25,5,4,2,survey,5,4,5,1,1,1,1,1,1,4,5,4,5,3,3,5,4,4,2,4,3,2,2,3,2,1,1,5,3,2,2,1,3,2,3,3,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,7,1,3,3,4,2,5,5,4,3,5,5,5,2,4,4,4,2,4,2,1,2,1,4,3,5,4,1,5,5,10,5,1,1,42,6,1,3,1,28,5,,American,United States,none,3,3,1,21,5,2,"france, spain, canada",10,4,,3
3,2,1,5,5,5,4,3,2,5,5,5,4,5,5,5,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,3,4,4,3,2,5,2,3,1,2,2,1,1,1,1,1,1,2,4,5,2,1,1,3,5,6,6,6,3,2,4,4,4,2,3,3,4,3,3,4,20,10,2,1,survey,4,3,4,3,4,4,5,3,4,4,4,5,2,3,3,4,1,1,4,4,5,2,3,4,4,4,2,5,3,4,2,3,3,2,2,2,2,3,3,2,3,3,3,3,4,4,4,2,3,4,4,5,3,4,4,3,3,2,4,3,3,2,5,5,4,5,5,6,5,5,6,3,6,5,7,5,4,6,6,3,4,5,2,4,4,3,2,2,2,4,2,3,3,4,3,3,5,4,2,4,4,5,3,4,3,3,4,5,5,5,5,10,1,2,40,5,2,2,2,27,9,,white,usa,none,1,3,1,15,3,3,asia,6,5,,1
3,2,1,5,4,4,4,5,5,4,4,5,4,5,5,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,4,4,5,5,4,4,4,3,5,5,3,3,3,4,4,4,4,3,5,5,4,4,3,3,3,3,4,4,4,3,3,3,4,5,6,6,6,6,3,3,3,4,4,4,4,4,3,2,2,5,2,5,3,4,survey,4,4,3,3,3,4,4,5,5,5,5,5,2,3,3,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,4,3,3,4,4,4,4,3,3,5,5,4,4,4,4,4,4,5,2,3,3,2,3,4,5,5,5,4,4,4,5,5,4,4,4,4,5,5,5,6,6,6,6,6,6,5,5,5,5,7,7,4,3,3,5,5,5,5,5,4,4,5,5,5,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,2,1,1,35,3,1,3,1,34,7,,northamercan,usa,"ruso,protugues",1,2,3,7,03-Feb,2,"brazil,italy",10,2,,1
5,2,1,5,5,4,4,3,4,5,5,4,4,3,4,5,5,4,5,5,4,3,4,4,5,5,4,5,4,4,3,4,5,5,4,3,4,5,5,4,4,5,4,4,5,4,4,5,5,5,4,5,5,4,3,5,4,5,4,5,5,4,3,4,6,5,5,6,6,5,5,4,4,3,4,5,5,4,3,4,5,999,99,99,99,survey,5,4,5,5,5,4,4,5,4,3,4,5,5,4,3,4,5,5,5,5,4,3,4,5,4,3,4,5,5,5,4,4,3,4,4,5,5,4,3,4,5,5,4,5,4,3,4,5,5,4,3,4,5,4,5,5,4,3,4,5,4,7,6,5,4,5,6,7,7,6,6,5,5,4,5,6,7,6,5,6,7,7,5,5,4,4,3,4,5,4,5,5,4,4,3,4,5,5,5,5,4,3,4,5,4,3,4,5,5,4,30,10,1,1,30,5,1,5,2,35,8,,white,usa,none,3,5,4,7,5,3,asia,7,1,,1
3,2,1,4,4,3,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,3,3,3,3,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,3,3,3,3,4,3,4,4,4,3,2,3,3,4,4,3,3,3,4,4,4,8,5,1,0,Survey,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,2,2,3,3,3,3,3,6,2,4,4,4,4,4,3,3,4,5,5,5,6,6,6,6,7,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,10,1,1,50,3,1,2,1,28,13,Food,White,USA,None,1,1,1,14,4,1,England,4,4,,2
3,2,1,4,4,4,4,4,5,5,4,3,4,4,4,3,4,4,2,2,2,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,3,4,5,5,5,5,4,5,4,4,5,3,2,2,2,2,1,1,1,3,4,4,4,4,1,5,4,5,5,4,4,4,3,5,4,4,5,4,5,3,4,4,4,4,1,1,Survey,5,5,5,5,4,5,4,4,4,4,4,4,3,4,4,4,4,5,3,3,4,3,2,3,3,4,4,5,4,3,3,3,3,3,3,3,3,4,4,4,3,3,1,1,1,1,1,1,1,3,4,4,4,4,3,4,3,3,4,4,4,3,1,7,3,3,5,3,3,5,4,5,4,5,4,4,3,2,2,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,10,0,1,0,60,2,2,3,2,25,7,,USA,USA,German,1,1,1,7,4,2,Canada,7,3,,1
4,2,1,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,5,4,5,5,4,3,4,5,5,5,4,3,4,5,4,3,4,5,4,5,4,3,4,5,4,5,5,4,5,5,4,5,4,5,3,4,3,2,3,4,3,2,3,4,4,5,5,4,3,4,5,5,4,3,4,5,4,3,4,5,4,3,4,4,6,5,5,survey,5,4,3,4,5,4,5,4,5,5,4,3,5,4,3,4,5,5,4,5,4,3,4,4,3,4,3,5,5,4,3,4,5,4,3,4,4,5,4,4,5,4,2,3,4,3,2,3,4,4,3,2,3,4,3,2,3,3,4,3,4,3,4,5,4,3,3,2,3,4,5,2,4,5,4,5,3,2,2,7,4,1,5,4,3,4,5,3,4,5,3,4,5,4,4,5,4,5,5,4,3,4,4,5,4,3,4,5,3,4,9,2,1,2,30,3,2,3,1,28,3,,americano,united states,italian,1,2,2,2,2,3,united states,2,4,,1
3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,500,500,500,It,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,3,7,2,2,2,2,2,2,2,2,2,2,7,2,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,30,3,1,4,2,30,8,,american,ohio,english,1,3,5,5,5,2,LA,5,4,,1
3,2,1,5,5,5,3,2,3,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,1,2,2,2,2,5,4,5,4,4,4,3,3,3,3,1,1,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,15,40,12,6,survey,4,4,4,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,3,3,3,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,2,2,2,3,1,1,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,1,7,2,2,7,2,1,2,2,2,1,2,1,1,1,1,1,7,7,2,3,3,5,3,5,5,5,5,5,4,5,4,4,3,5,4,5,1,1,5,1,5,5,5,5,1,5,5,12,6,1,2,60,6,1,4,1,32,5,,american,usa,none,1,6,1,7,8,3,"ok, japan",3,6,managing,1
3,2,1,4,4,4,3,4,5,5,5,3,3,4,4,4,4,4,2,2,2,3,1,1,1,1,1,2,2,2,2,3,3,4,2,3,3,3,4,4,4,2,2,2,2,2,5,2,2,3,3,3,1,2,2,2,3,3,3,4,4,2,1,1,5,5,4,5,4,2,3,3,4,3,4,4,4,4,4,4,4,50,5,3,3,survey,5,5,5,3,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,2,4,2,2,4,1,1,1,4,4,4,3,2,2,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,6,1,5,6,1,5,4,1,2,2,1,1,2,1,1,2,1,1,5,5,3,2,3,4,4,4,4,5,5,3,4,5,5,3,3,5,5,4,2,2,4,2,4,4,4,4,2,4,4,10,0,1,0,65,10,1,3,1,33,9,,USA,USA,none,1,10,1,14,5,2,"UK, France",5,3,,1
